tss_name	tss_strand	tss_position	prom_expression	active	left	right	operon	strand
TSS_9061_wanner	-	2404841	0.920853606332083	inactive	2403725	2404663	lrhA	-
TSS_10007_storz	-	2657887	0.610943828691165	inactive	2654558	2657489	hscBA-fdx-iscX	-
TSS_7225_wanner	+	1891890	0.813248043512888	inactive	1892097	1892456	yoaC	+
TSS_9726_storz	+	2583590	0.937799390038019	inactive	2583753	2585453	narQ	+
TSS_5821_storz	+	1496553	0.652415172885602	inactive	1496962	1497501	rimL	+
TSS_5821_storz	+	1496553	0.652415172885602	inactive	1496675	1496899	ydcH	+
TSS_4788_storz_regulondb	+	1234128	1.47957334857559	inactive	1234161	1234880	fadR	+
TSS_17370_storz	+	4440096	0.652415172885602	inactive	4440405	4446258	tamAB-ytfP	+
TSS_16565_storz	-	4229677	1.16943325470693	inactive	4229382	4229654	yjbD	-
TSS_16520_storz	+	4213418	3.90122455115957	active	4213501	4218355	aceBAK	+
TSS_3495_wanner	+	915455	0.693511084372817	inactive	915696	917354	ybjD	+
TSS_7621_storz	-	1985940	7.1221473509813	active	1985531	1985782	yecJ	-
TSS_7818_regulondb	-	2041586	9.67883145250688	active	2041492	2041581	serU	-
TSS_6788_storz	+	1766760	0.739131844749531	inactive	1767098	1768210	ydiK	+
TSS_4577_storz_wanner	-	1184883	2.14170629838268	active	1181006	1184817	potABCD	-
TSS_4154_storz	+	1078193	0.650147691603922	inactive	1078528	1080036	putP	+
TSS_10566_regulondb	+	2793493	0.661302734885036	inactive	2793696	2794358	csiR	+
TSS_1879_regulondb	+	475512	0.511968985918828	inactive	475672	475785	ffs	+
TSS_1879_regulondb	+	475512	0.511968985918828	inactive	475896	476249	ybaA	+
TSS_10036_regulondb	+	2662266	0.556064333867561	inactive	2662385	2663266	yfhR	+
TSS_5846_storz_wanner	+	1500453	1.11521766942876	inactive	1500481	1501149	ydcL	+
TSS_15630_storz	+	4014208	0.690927941549816	inactive	4014454	4015215	udp	+
TSS_16696_wanner_regulondb	+	4262306	1.23413999078174	inactive	4262337	4263752	dnaB	+
TSS_17429_storz	+	4457272	0.67261417742977	inactive	4457576	4457878	cybC	+
TSS_4407_regulondb	-	1145830	0.61775368108781	inactive	1145234	1145818	yceF	-
TSS_10308_wanner_regulondb	+	2734093	1.69082372917679	active	2734168	2734905	bamD	+
TSS_15574_storz	+	4003669	0.583092189290018	inactive	4003887	4005716	recQ	+
TSS_1088_regulondb	+	250880	1.07375373378592	inactive	250898	253161	dinB-yafNOP	+
TSS_16749_storz_regulondb	-	4276089	0.727611370675601	inactive	4275950	4276089	ryjA	-
TSS_12200_storz_regulondb	+	3214775	3.91276461650909	active	3214801	3215424	yqjI	+
TSS_17543_storz	-	4484241	0.672801856546114	inactive	4482463	4483974	pepA	-
TSS_6279_storz	-	1639837	0.740787788740772	inactive	1639363	1639578	cspB	-
TSS_11304_storz	-	2996149	0.571330641024338	inactive	2995711	2996010	ygeP	-
TSS_11304_storz	-	2996149	0.571330641024338	inactive	2993336	2995667	insCD-4C-4D-4-ygeONM	-
TSS_4501_regulondb	+	1161078	0.696852982882771	inactive	1161108	1164908	hinT-ycfL-lpoB-thiK-nagZ-ycfP	+
TSS_1559_regulondb	-	395543	0.971820315483363	inactive	394354	395511	ampH	-
TSS_14696_regulondb	+	3791958	1.42715044773428	inactive	3792010	3796230	rfaD-waaFCL	+
TSS_18129_regulondb	+	4638861	0.675062455202925	inactive	4638965	4639651	yjtD	+
TSS_7426_storz	+	1935173	0.65504909667278	inactive	1935673	1937115	pykA	+
TSS_16721_storz_regulondb	+	4268237	0.869886897180803	inactive	4268261	4269037	yjbQR	+
TSS_14915_storz	-	3845551	0.657588154922486	inactive	3843799	3845190	uhpT	-
TSS_16130_regulondb	+	4133834	0.668920645170265	inactive	4134131	4135036	yijE	+
TSS_88_regulondb	-	16961	0.649809712187652	inactive	15445	16557	insL-1	-
TSS_88_regulondb	-	16961	0.649809712187652	inactive	16751	16960	mokC-hokC	-
TSS_4889_storz	-	1260423	0.821985193653108	inactive	1258347	1260026	dauA	-
TSS_5988_storz	+	1545380	0.570216653520291	inactive	1545425	1550015	fdnGHI	+
TSS_11171_storz	-	2962199	0.724267728177145	inactive	2957082	2962199	ppdAB-ygdB-ppdC-recC	-
TSS_10395_storz	+	2748554	0.492280996385592	inactive	2748853	2749731	nadK	+
TSS_4950_storz_wanner	+	1272971	0.613902404221389	inactive	1273148	1274401	ychO	+
TSS_14421_storz_regulondb	+	3717454	0.637425500752749	inactive	3717501	3717791	yiaG	+
TSS_54_wanner	-	10564	1.5777931531274	inactive	9928	10494	satP	-
TSS_8969_storz	+	2379158	0.624615149712177	inactive	2379630	2380547	rbn	+
TSS_9863_storz	-	2624776	0.619565371904864	inactive	2621066	2624678	ppk-ppx	-
TSS_17154_storz	-	4389698	0.569887811462288	inactive	4388480	4389532	rsgA	-
TSS_4540_storz	-	1173627	0.605229653213744	inactive	1169741	1173187	mfd	-
TSS_7694_regulondb	+	2004139	0.613902404221389	inactive	2004180	2005667	amyA	+
TSS_15679_storz	-	4022938	0.592335253769429	inactive	4022356	4022844	rfaH	-
TSS_9935_storz	-	2641093	0.717024908978343	inactive	2639853	2640866	rodZ	-
TSS_9185_storz	-	2429232	0.719718269083018	inactive	2426079	2428785	cvpA-purF-ubiX	-
TSS_2048_regulondb	-	517792	0.652415172885602	inactive	516649	517503	ybbN	-
TSS_4030_regulondb	+	1031207	0.661228634147577	inactive	1031362	1036829	hyaABCDEF	+
TSS_12716_storz	-	3338143	1.1970192786456	inactive	3334985	3338087	mlaFEDCB	-
TSS_12717_storz_regulondb	+	3338233	1.1970192786456	inactive	3338297	3346260	yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	+
TSS_8147_storz	-	2112609	0.501753819355356	inactive	2111458	2112351	galF	-
TSS_3745_storz	-	963542	0.590909837743162	inactive	960424	963335	cmk-rpsA-ihfB	-
TSS_17288_storz	-	4418014	0.613902404221389	inactive	4416584	4417648	ulaG	-
TSS_1222_storz	-	290624	0.588136474813647	inactive	289873	290570	insAB-3A-3B-3	-
TSS_2739_storz_regulondb	+	707459	2.12446706243148	active	707557	709339	chiP-ybfN	+
TSS_12920_regulondb	-	3378178	0.605855029092239	inactive	3376892	3378019	zapE	-
TSS_16707_storz_regulondb	+	4265105	0.829113529859779	inactive	4265137	4266330	tyrB	+
TSS_7975_regulondb	-	2078685	0.879153571571945	inactive	2077557	2078615	yeeA	-
TSS_3420_regulondb	+	892959	0.547773193102435	inactive	893007	897152	potFGHI	+
TSS_8439_regulondb	+	2220104	0.754348591188162	inactive	2220207	2221922	dld	+
TSS_4346_regulondb	+	1125300	0.66525276244034	inactive	1125380	1126027	yceH	+
TSS_2174_regulondb	+	568010	0.221700983537476	inactive	568125	569651	ybcK	+
TSS_11375_storz	+	3014012	0.78979167676168	inactive	3014082	3018511	ygfK-ssnA	+
TSS_3701_wanner	-	955880	1.17206142134525	inactive	954095	955855	ycaO	-
TSS_3405_wanner	-	890035	0.657651398614134	inactive	889719	889976	grxA	-
TSS_4107_storz	-	1057595	0.652127436084849	inactive	1056485	1057177	torR	-
TSS_14405_storz_wanner	-	3714534	0.695045338790748	inactive	3712084	3714417	bisC	-
TSS_122_storz	+	21007	0.703071741504171	inactive	21407	27227	ribF-ileS-lspA-fkpB-ispH	+
TSS_3386_storz	+	886624	1.18929203977856	inactive	886646	887182	rcdA	+
TSS_14808_regulondb	-	3819279	0.709099772557188	inactive	3817511	3819193	ligB	-
TSS_6911_regulondb	+	1803125	0.857712027345408	inactive	1803189	1803296	yniD	+
TSS_17040_storz	+	4366503	0.683925619974504	inactive	4366687	4367163	fxsA	+
TSS_11485_wanner	-	3041675	0.594646019889282	inactive	3041334	3041645	yqfB	-
TSS_4597_regulondb	-	1189693	1.64702970738406	active	1187539	1189670	phoPQ	-
TSS_1466_regulondb	-	367752	0.67992429336004	inactive	365652	367644	mhpR-lacI	-
TSS_5748_storz	-	1481303	0.622010355519118	inactive	1480279	1480884	azoR	-
TSS_2004_storz	+	503996	0.629896430072117	inactive	504138	505790	ushA	+
TSS_15784_wanner	+	4048850	0.552742353239852	inactive	4049059	4049303	csrC	+
TSS_2672_storz_regulondb	+	694300	0.812117744184483	inactive	694324	695499	ubiF	+
TSS_11468_storz_regulondb	-	3039121	1.09355516843986	inactive	3038438	3039092	sdhE-cptA	-
TSS_251_regulondb	-	57336	0.673366022978193	inactive	50380	57109	lptD-surA-pdxA-rsmA-apaGH	-
TSS_1837_regulondb	+	460767	0.801931284979096	inactive	461139	463010	ppiD	+
TSS_15322_storz	-	3946147	0.569887811462288	inactive	3945151	3945990	hdfR	-
TSS_9825_storz	-	2614097	0.617069995390871	inactive	2612842	2613903	yfgO	-
TSS_9556_regulondb	+	2531710	0.711468084837396	inactive	2531786	2534365	ptsHI-crr	+
TSS_8900_regulondb	+	2350605	0.477415706216468	inactive	2350669	2354733	glpABC	+
TSS_13050_storz	-	3408159	0.920853606332083	inactive	3405397	3407973	yhdT-panF-prmA	-
TSS_16756_storz	+	4277735	0.583322378730621	inactive	4278003	4279652	yjcE	+
TSS_943_storz	-	218988	0.642125144902193	inactive	217057	218775	proS	-
TSS_3361_regulondb	+	879876	0.94691243450923	inactive	879950	881152	dacC	+
TSS_786_storz	-	189756	0.675983212965335	inactive	185123	189506	map-glnD-dapD	-
TSS_9754_storz	-	2591221	0.52702880922361	inactive	2589269	2590984	yffB-dapE-ypfN	-
TSS_6587_regulondb	+	1717772	6.79593369163421	active	1717900	1718367	slyB	+
TSS_15244_storz_regulondb	+	3929126	0.545909974885385	inactive	3929339	3931207	kup	+
TSS_2082_storz	+	531840	0.721657797326882	inactive	532235	533050	allR	+
TSS_2869_storz	-	747492	0.684516959228474	inactive	745946	746992	abrB	-
TSS_12309_regulondb	+	3245570	0.732027201232471	inactive	3245795	3246844	yqjA-mzrA	+
TSS_15647_storz	+	4016653	0.655806070870818	inactive	4016878	4019889	ubiEJB	+
TSS_451_storz	-	107475	0.624615149712177	inactive	89634	107474	mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	-
TSS_14687_storz	-	3790746	0.72498550008486	inactive	3788343	3790574	kbl-tdh	-
TSS_2466_storz	-	643512	0.635909700600939	inactive	642780	643190	rnk	-
TSS_16446_storz	+	4194903	0.557263550553474	inactive	4194926	4197484	nudC-hemE-nfi	+
TSS_3371_storz	-	882166	0.601507488513648	inactive	881199	881957	deoR	-
TSS_9143_storz	-	2418709	0.782552923301818	inactive	2417863	2418507	yfcF	-
TSS_17149_storz	-	4389569	1.20869229251105	inactive	4388480	4389532	rsgA	-
TSS_9215_storz_regulondb	-	2435905	0.937002133230378	inactive	2432104	2435873	pdxB-usg-truA-dedA	-
TSS_17454_storz	-	4464642	0.655089292252695	inactive	4461077	4464203	treBC	-
TSS_6119_storz	-	1596583	0.583092189290018	inactive	1592133	1596110	ydeK	-
TSS_9201_wanner	-	2432294	0.668920645170265	inactive	2431034	2431948	accD	-
TSS_14308_regulondb	-	3694379	2.45213781275457	active	3694020	3694208	yhjR	-
TSS_14308_regulondb	-	3694379	2.45213781275457	active	3693256	3693984	bcsQ	-
TSS_816_storz	+	194432	0.58886910458965	inactive	194903	195664	ispU	+
TSS_8256_storz	-	2163203	0.529595908442779	inactive	2152040	2163022	mdtABCD-baeSR	-
TSS_16661_storz	-	4254967	0.637853255985236	inactive	4252066	4254489	plsB	-
TSS_3014_storz	+	781017	0.521932138308482	inactive	781308	783108	nadA-pnuC	+
TSS_1714_wanner	-	431408	2.49737752894212	active	430353	431237	tsx	-
TSS_6448_regulondb	-	1675999	0.947426783016545	inactive	1672996	1675927	pntAB	-
TSS_12172_regulondb	+	3208781	10.0575877173133	active	3208803	3212910	rpsU-dnaG-rpoD	+
TSS_18060_regulondb	+	4619680	0.66603079817093	inactive	4619792	4621123	yjjJ	+
TSS_1554_storz	+	393395	0.52620206076119	inactive	393685	394353	yaiV	+
TSS_5162_storz	-	1310298	1.25386363661992	inactive	1309872	1310270	yciA	-
TSS_13633_regulondb	-	3524208	1.63884869804228	active	3523611	3524171	nudE	-
TSS_13441_storz_wanner	-	3472641	9.35895708100833	active	3468167	3472574	rpsLG-fusA-tufA	-
TSS_5423_regulondb	-	1386680	0.647722810910705	inactive	1382141	1386285	ycjXF-tyrR	-
TSS_9753_storz	-	2591160	0.601165003673288	inactive	2589269	2590984	yffB-dapE-ypfN	-
TSS_18023_storz_regulondb	+	4609176	0.638815143518959	inactive	4609419	4610024	osmY	+
TSS_12595_wanner	-	3316396	42.7213746338577	active	3307055	3316311	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	-
TSS_17504_regulondb	+	4476407	0.724905747650669	inactive	4476496	4476912	rraB	+
TSS_8363_regulondb	+	2194467	0.73396190752765	inactive	2194496	2195320	molR_1	+
TSS_14113_regulondb	+	3643373	0.909932168656809	inactive	3643408	3644250	rlmJ	+
TSS_6813_storz	-	1777693	0.543114161073799	inactive	1776414	1777325	ydiP	-
TSS_14578_storz	-	3759762	0.58886910458965	inactive	3756040	3759272	selAB	-
TSS_5873_storz	+	1507299	1.18959937772448	inactive	1507310	1507948	hicAB	+
TSS_12335_storz	+	3250262	0.928134564782266	inactive	3250326	3250691	yhaH	+
TSS_15411_regulondb	+	3963670	1.58154680655203	inactive	3963784	3964113	trxA	+
TSS_16065_storz	-	4118494	0.705684204668898	inactive	4116868	4118372	menA-rraA	-
TSS_11718_regulondb	-	3097779	0.548115035950904	inactive	3096580	3097587	yggM	-
TSS_2797_wanner	-	723961	0.652415172885602	inactive	720279	723637	kdpDE	-
TSS_1401_storz	+	341850	0.675181346430118	inactive	342108	343157	yahK	+
TSS_6651_regulondb	+	1733379	1.31927263402028	inactive	1733402	1733983	sodB	+
TSS_17688_storz	-	4518738	0.642550648533741	inactive	4517361	4518347	yjhU	-
TSS_16750_storz	+	4276103	0.562552046002437	inactive	4276502	4277851	ghxP	+
TSS_12474_regulondb	+	3293455	0.588335740538208	inactive	3293831	3294421	diaA	+
TSS_623_regulondb	-	149617	1.07375373378592	inactive	147944	149601	panBC	-
TSS_8972_regulondb	+	2379603	0.780323734002622	inactive	2379630	2380547	rbn	+
TSS_7026_regulondb	-	1839456	0.738666526833922	inactive	1838807	1839427	ynjF	-
TSS_10674_wanner	-	2822380	0.851507801379217	inactive	2821871	2822368	pncC	-
TSS_6543_storz_regulondb	+	1703230	2.59437067879702	active	1703274	1710182	ydgK-rsxABCDGE-nth	+
TSS_7474_wanner	-	1944031	1.35244010158446	inactive	1942370	1944000	ruvAB	-
TSS_13697_storz	+	3535165	0.648688130756807	inactive	3535407	3537728	yhgF	+
TSS_14458_regulondb	-	3723925	0.613902404221389	inactive	3723436	3723735	ysaB	-
TSS_17272_wanner	-	4414891	0.701904687908286	inactive	4414464	4414793	bsmA	-
TSS_9558_storz	+	2531752	0.583092189290018	inactive	2531786	2534365	ptsHI-crr	+
TSS_12004_regulondb	+	3171100	0.701931589739591	inactive	3171164	3171478	ygiN	+
TSS_4846_storz	-	1250378	0.684451390066407	inactive	1246919	1250061	dhaKLM	-
TSS_4811_regulondb	-	1242420	0.662186654996286	inactive	1241389	1242303	ldcA	-
TSS_8524_regulondb	+	2241901	0.664176721151282	inactive	2241932	2242768	yeiG	+
TSS_3006_storz	+	780073	0.74224457817941	inactive	780291	780445	valZ-lysY	+
TSS_14224_storz	-	3665864	0.61969196511703	inactive	3661913	3665603	gadAXW	-
TSS_3468_storz	-	906375	0.644866078779828	inactive	904963	905976	ybjS	-
TSS_17541_storz	-	4484159	1.14819612829135	inactive	4482463	4483974	pepA	-
TSS_4153_storz	+	1078157	0.674516844445217	inactive	1078528	1080036	putP	+
TSS_12852_storz	-	3364767	0.971820315483363	inactive	3363724	3364740	insH-10	-
TSS_565_storz_regulondb	+	134339	0.864790226265675	inactive	134388	134750	yacL	+
TSS_9706_regulondb	+	2576592	0.654725939005455	inactive	2576688	2579661	talA-tktB	+
TSS_7390_storz	-	1928062	0.601931894500086	inactive	1927072	1927731	yebE	-
TSS_11315_storz_regulondb	-	2997940	0.996966645047942	inactive	2997158	2997913	ygeR	-
TSS_7169_storz	-	1875669	0.697188642809668	inactive	1875302	1875556	yoaF	-
TSS_14202_storz	+	3662665	0.882628574468623	inactive	3662887	3662991	gadY	+
TSS_15525_storz	+	3992438	0.665564325011887	inactive	3992545	3995922	yifL-dapF-yigA-xerC-yigB	+
TSS_9101_storz	+	2411269	2.94238742528566	active	2411492	2414913	ackA-pta	+
TSS_18020_storz	-	4607505	0.591947514125453	inactive	4605826	4607346	holD-rimI-yjjG	-
TSS_7055_storz_regulondb	+	1846816	1.0132842511262	inactive	1846861	1848717	sppA	+
TSS_6175_storz	+	1614749	1.38637708041325	inactive	1615052	1616242	ydeA	+
TSS_15478_storz	-	3981031	0.641911690522635	inactive	3980398	3980834	argX-hisR-leuT-proM	-
TSS_15609_regulondb	+	4010907	0.503930893737101	inactive	4011076	4013337	metE	+
TSS_5929_regulondb	-	1524035	0.800478408865505	inactive	1522505	1524004	ansP	-
TSS_17558_storz	-	4488149	0.699741402811791	inactive	4486584	4488086	yjgR	-
TSS_6131_regulondb	+	1599484	0.634809306344491	inactive	1599514	1606128	lsrACDBFG-tam	+
TSS_15573_storz	+	4003546	0.570784847999497	inactive	4003887	4005716	recQ	+
TSS_484_wanner	-	113301	1.05292318954389	inactive	111649	113219	coaE-zapD-yacG	-
TSS_964_storz	+	222669	0.681936282921825	inactive	222833	223408	gmhB	+
TSS_13801_wanner	+	3559930	0.760288871360388	inactive	3560036	3561541	glpD	+
TSS_810_regulondb	+	193335	0.64029598555172	inactive	193521	194717	dxr	+
TSS_15470_storz_regulondb	+	3980188	0.685025607592578	inactive	3980398	3980834	argX-hisR-leuT-proM	+
TSS_2603_storz	+	675566	0.861732223716598	inactive	675934	678065	ybeR-djlB	+
TSS_9465_storz	-	2510914	1.12587139014022	inactive	2509490	2510728	mntH	-
TSS_16903_regulondb	-	4336065	2.98381532082275	active	4335191	4335952	adiY	-
TSS_12140_storz	-	3201355	0.595914153932702	inactive	3199229	3201151	ygiM-cca	-
TSS_3706_storz	+	956512	0.529990985381248	inactive	956876	959318	serC-aroA	+
TSS_7583_storz	+	1977744	0.652127436084849	inactive	1977777	1978205	uspC	+
TSS_13274_regulondb	-	3446578	0.632705900263686	inactive	3440640	3446171	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	-
TSS_12285_regulondb	-	3239841	0.560746207576522	inactive	3239215	3239766	ygjV	-
TSS_5246_regulondb	-	1328814	0.829113529859779	inactive	1328441	1328692	yciN	-
TSS_14362_storz_wanner_regulondb	-	3705893	1.27594576927304	inactive	3699887	3705728	dppABCDF	-
TSS_12777_storz	-	3348581	0.679116430851789	inactive	3347103	3348481	elbB-mtgA	-
TSS_11651_storz	-	3083950	0.613902404221389	inactive	3080899	3083933	speAB	-
TSS_154_regulondb	+	28343	0.795753502051668	inactive	28374	29195	dapB	+
TSS_12989_storz	-	3394776	0.733499704746866	inactive	3390480	3394280	yhdP	-
TSS_3345_storz_regulondb	+	877945	0.665131203786948	inactive	877965	879080	yliI	+
TSS_12257_regulondb	+	3234421	0.565761443391122	inactive	3234562	3235254	ygjQ	+
TSS_4128_wanner	-	1067122	0.81163922957934	inactive	1066087	1066931	wrbA-yccJ	-
TSS_8229_storz	+	2151648	4.56169387041928	active	2152040	2163022	mdtABCD-baeSR	+
TSS_8229_storz	+	2151648	4.56169387041928	active	2151670	2151805	sibB	+
TSS_2394_storz	+	629004	0.583092189290018	inactive	629117	631222	cstA	+
TSS_17037_regulondb	-	4366416	0.652127436084849	inactive	4363495	4366350	aspA-dcuA	-
TSS_6697_regulondb	-	1744226	0.626777939991115	inactive	1742895	1744151	ydhQ	-
TSS_1200_regulondb	+	281476	1.47915539326329	inactive	281502	284392	yagEF	+
TSS_3930_regulondb	+	1010882	0.612008826072866	inactive	1011224	1014122	pqiAB	+
TSS_16630_storz_regulondb	+	4244759	0.613902404221389	inactive	4244807	4248497	malK-lamB-malM	+
TSS_1283_storz	-	303889	0.639083829886451	inactive	303077	303406	ykgJ	-
TSS_15397_regulondb	-	3962338	0.639385758797029	inactive	3960768	3962252	gpp	-
TSS_2616_storz	+	678267	0.829113529859779	inactive	678731	680886	ybeU-djlC	+
TSS_15325_storz	-	3946415	0.675062455202925	inactive	3945151	3945990	hdfR	-
TSS_10628_storz	+	2812563	0.613902404221389	inactive	2812824	2812895	micA	+
TSS_17039_storz	-	4366485	0.737143263946872	inactive	4363495	4366350	aspA-dcuA	-
TSS_13473_wanner	-	3479257	1.10493863459594	inactive	3476614	3479183	kefGB-yheV	-
TSS_11463_storz_regulondb	-	3037873	0.632608606144007	inactive	3031679	3037765	xerD-dsbC-recJ-prfB-lysS	-
TSS_2970_regulondb	+	773005	0.599897761070766	inactive	773419	773825	cydX-ybgE	+
TSS_13672_storz	+	3530684	1.90964905961613	active	3530840	3532462	pck	+
TSS_8537_wanner	-	2246581	1.58572271970475	inactive	2245085	2246554	lysP	-
TSS_13442_storz	-	3472741	0.760767385965531	inactive	3468167	3472574	rpsLG-fusA-tufA	-
TSS_7856_regulondb	+	2051558	1.16588231764934	inactive	2051667	2052983	shiA	+
TSS_5420_storz	+	1386539	0.613902404221389	inactive	1386954	1387919	ycjG	+
TSS_6847_regulondb	+	1787295	0.849500213520291	inactive	1787637	1787828	ydiE	+
TSS_4743_storz	-	1223594	0.70100618865977	inactive	1222688	1223130	ymgH-ycgI	-
TSS_611_regulondb	-	146745	2.02518736560877	active	146314	146694	panD	-
TSS_15635_regulondb	-	4014366	0.618716500304415	inactive	4013377	4014192	ysgA	-
TSS_6450_storz_regulondb	-	1676038	1.54239211532797	inactive	1672996	1675927	pntAB	-
TSS_11713_storz	-	3096639	0.778564079940909	inactive	3093120	3096425	yggSTU-rdgB-yggW	-
TSS_14976_wanner	-	3864366	0.885568961535043	inactive	3862635	3864296	yidE	-
TSS_3521_regulondb	+	922050	0.647295761975761	inactive	922487	924763	clpA	+
TSS_3521_regulondb	+	922050	0.647295761975761	inactive	922136	922456	clpS	+
TSS_4104_regulondb	+	1057279	0.604092711458804	inactive	1057307	1061621	torCAD	+
TSS_9835_storz	-	2617232	0.624685979447368	inactive	2616097	2616798	hda	-
TSS_15970_storz_regulondb	+	4098782	2.14501485557486	active	4098833	4099453	sodA	+
